,STATION,DATE,TIME,ENTRIES,NEW_ENTRIES
36,68ST-HUNTER CO,1/7/2017,0:00:00,109618720,2737
37,68ST-HUNTER CO,1/7/2017,4:00:00,109619105,385
38,68ST-HUNTER CO,1/7/2017,8:00:00,109619372,267
39,68ST-HUNTER CO,1/7/2017,12:00:00,109620590,1218
40,68ST-HUNTER CO,1/7/2017,16:00:00,109623324,2734
41,68ST-HUNTER CO,1/7/2017,20:00:00,109626924,3600
42,68ST-HUNTER CO,1/8/2017,0:00:00,109628804,1880
43,68ST-HUNTER CO,1/8/2017,4:00:00,109629115,311
44,68ST-HUNTER CO,1/8/2017,8:00:00,109629321,206
45,68ST-HUNTER CO,1/8/2017,12:00:00,109630286,965
46,68ST-HUNTER CO,1/8/2017,16:00:00,109632524,2238
47,68ST-HUNTER CO,1/8/2017,20:00:00,109635358,2834
48,68ST-HUNTER CO,1/9/2017,0:00:00,109636406,1048
49,68ST-HUNTER CO,1/9/2017,4:00:00,109636586,180
50,68ST-HUNTER CO,1/9/2017,8:00:00,109637470,884
51,68ST-HUNTER CO,1/9/2017,12:00:00,109641289,3819
52,68ST-HUNTER CO,1/9/2017,16:00:00,109647582,6293
53,68ST-HUNTER CO,1/9/2017,20:00:00,53701389,5969
54,68ST-HUNTER CO,1/10/2017,0:00:00,109659724,2230
55,68ST-HUNTER CO,1/10/2017,4:00:00,109659925,201
56,68ST-HUNTER CO,1/10/2017,8:00:00,109660802,877
57,68ST-HUNTER CO,1/10/2017,12:00:00,109664826,4024
58,68ST-HUNTER CO,1/10/2017,16:00:00,109671476,6650
59,68ST-HUNTER CO,1/10/2017,20:00:00,53624882,5061
60,68ST-HUNTER CO,1/11/2017,0:00:00,109683774,2151
61,68ST-HUNTER CO,1/11/2017,4:00:00,109683965,191
62,68ST-HUNTER CO,1/11/2017,8:00:00,109684900,935
63,68ST-HUNTER CO,1/11/2017,12:00:00,109688852,3952
64,68ST-HUNTER CO,1/11/2017,16:00:00,109695352,6500
65,68ST-HUNTER CO,1/11/2017,20:00:00,53728016,5670
66,68ST-HUNTER CO,1/12/2017,0:00:00,109707591,2133
67,68ST-HUNTER CO,1/12/2017,4:00:00,109707796,205
68,68ST-HUNTER CO,1/12/2017,8:00:00,109708697,901
69,68ST-HUNTER CO,1/12/2017,12:00:00,109712729,4032
70,68ST-HUNTER CO,1/12/2017,16:00:00,109719292,6563
71,68ST-HUNTER CO,1/12/2017,20:00:00,53741087,5659
72,68ST-HUNTER CO,1/13/2017,0:00:00,109731036,2042
73,68ST-HUNTER CO,1/13/2017,4:00:00,109731266,230
74,68ST-HUNTER CO,1/13/2017,8:00:00,109732103,837
75,68ST-HUNTER CO,1/13/2017,12:00:00,109736642,4539
76,68ST-HUNTER CO,1/13/2017,16:00:00,109743213,6571
77,68ST-HUNTER CO,1/13/2017,20:00:00,64127787,6557
78,68ST-HUNTER CO,1/14/2017,0:00:00,109753882,2085
79,68ST-HUNTER CO,1/14/2017,4:00:00,109754118,236
80,68ST-HUNTER CO,1/14/2017,8:00:00,109754358,240
81,68ST-HUNTER CO,1/14/2017,12:00:00,109755483,1125
82,68ST-HUNTER CO,1/14/2017,16:00:00,109758169,2686
83,68ST-HUNTER CO,1/14/2017,20:00:00,109761007,2838
84,68ST-HUNTER CO,1/15/2017,0:00:00,109762067,1060
85,68ST-HUNTER CO,1/15/2017,4:00:00,109762247,180
86,68ST-HUNTER CO,1/15/2017,8:00:00,109762415,168
87,68ST-HUNTER CO,1/15/2017,12:00:00,109763348,933
88,68ST-HUNTER CO,1/15/2017,16:00:00,109765420,2072
89,68ST-HUNTER CO,1/15/2017,20:00:00,109767659,2239
90,68ST-HUNTER CO,1/16/2017,0:00:00,109768579,920
91,68ST-HUNTER CO,1/16/2017,4:00:00,109768714,135
92,68ST-HUNTER CO,1/16/2017,8:00:00,109769059,345
93,68ST-HUNTER CO,1/16/2017,12:00:00,109770950,1891
94,68ST-HUNTER CO,1/16/2017,16:00:00,109774304,3354
95,68ST-HUNTER CO,1/16/2017,20:00:00,109779218,4914
96,68ST-HUNTER CO,1/17/2017,0:00:00,109780553,1335
97,68ST-HUNTER CO,1/17/2017,4:00:00,109780698,145
98,68ST-HUNTER CO,1/17/2017,8:00:00,109781604,906
99,68ST-HUNTER CO,1/17/2017,12:00:00,109785549,3945
100,68ST-HUNTER CO,1/17/2017,16:00:00,89079906,5941
101,68ST-HUNTER CO,1/17/2017,20:00:00,53780218,5705
102,68ST-HUNTER CO,1/18/2017,0:00:00,109804470,2138
103,68ST-HUNTER CO,1/18/2017,4:00:00,109804666,196
104,68ST-HUNTER CO,1/18/2017,8:00:00,109805573,907
105,68ST-HUNTER CO,1/18/2017,12:00:00,109809577,4004
106,68ST-HUNTER CO,1/18/2017,16:00:00,84889971,5817
107,68ST-HUNTER CO,1/18/2017,20:00:00,53691405,4769
108,68ST-HUNTER CO,1/19/2017,0:00:00,109828596,2278
109,68ST-HUNTER CO,1/19/2017,4:00:00,109828777,181
110,68ST-HUNTER CO,1/19/2017,8:00:00,109829663,886
111,68ST-HUNTER CO,1/19/2017,12:00:00,109833821,4158
112,68ST-HUNTER CO,1/19/2017,16:00:00,84911003,5695
113,68ST-HUNTER CO,1/19/2017,20:00:00,53702795,5031
114,68ST-HUNTER CO,1/20/2017,0:00:00,109853245,2429
115,68ST-HUNTER CO,1/20/2017,4:00:00,109853450,205
116,68ST-HUNTER CO,1/20/2017,8:00:00,109854282,832
117,68ST-HUNTER CO,1/20/2017,12:00:00,109858155,3873
118,68ST-HUNTER CO,1/20/2017,16:00:00,89142547,5560
119,68ST-HUNTER CO,1/20/2017,20:00:00,64216377,6383
120,68ST-HUNTER CO,1/21/2017,0:00:00,109875144,1971
121,68ST-HUNTER CO,1/21/2017,4:00:00,109875389,245
122,68ST-HUNTER CO,1/21/2017,8:00:00,109875634,245
123,68ST-HUNTER CO,1/21/2017,12:00:00,109877186,1552
124,68ST-HUNTER CO,1/21/2017,16:00:00,109880884,3698
125,68ST-HUNTER CO,1/21/2017,20:00:00,109884511,3627
126,68ST-HUNTER CO,1/22/2017,0:00:00,109885811,1300
127,68ST-HUNTER CO,1/22/2017,4:00:00,109885995,184
128,68ST-HUNTER CO,1/22/2017,8:00:00,109886206,211
129,68ST-HUNTER CO,1/22/2017,12:00:00,109887064,858
130,68ST-HUNTER CO,1/22/2017,16:00:00,109889092,2028
131,68ST-HUNTER CO,1/22/2017,20:00:00,109891186,2094
132,68ST-HUNTER CO,1/23/2017,0:00:00,109892011,825
133,68ST-HUNTER CO,1/23/2017,4:00:00,109892133,122
134,68ST-HUNTER CO,1/23/2017,8:00:00,109892994,861
135,68ST-HUNTER CO,1/23/2017,12:00:00,109896760,3766
136,68ST-HUNTER CO,1/23/2017,16:00:00,109902841,6081
137,68ST-HUNTER CO,1/23/2017,20:00:00,64244203,6829
138,68ST-HUNTER CO,1/24/2017,0:00:00,109913789,1828
139,68ST-HUNTER CO,1/24/2017,4:00:00,109913957,168
140,68ST-HUNTER CO,1/24/2017,8:00:00,109914854,897
141,68ST-HUNTER CO,1/24/2017,12:00:00,109918850,3996
142,68ST-HUNTER CO,1/24/2017,16:00:00,109925059,6209
143,68ST-HUNTER CO,1/24/2017,20:00:00,64260894,7082
144,68ST-HUNTER CO,1/25/2017,0:00:00,109936644,2111
145,68ST-HUNTER CO,1/25/2017,4:00:00,109936820,176
146,68ST-HUNTER CO,1/25/2017,8:00:00,109937710,890
147,68ST-HUNTER CO,1/25/2017,12:00:00,109941590,3880
148,68ST-HUNTER CO,1/25/2017,16:00:00,109946902,5312
149,68ST-HUNTER CO,1/25/2017,20:00:00,61700888,5850
150,68ST-HUNTER CO,1/26/2017,0:00:00,109958087,2024
151,68ST-HUNTER CO,1/26/2017,4:00:00,109958291,204
152,68ST-HUNTER CO,1/26/2017,8:00:00,109959139,848
153,68ST-HUNTER CO,1/26/2017,12:00:00,109962991,3852
154,68ST-HUNTER CO,1/26/2017,16:00:00,85022739,5153
155,68ST-HUNTER CO,1/26/2017,20:00:00,64292778,6917
156,68ST-HUNTER CO,1/27/2017,0:00:00,109980630,2156
157,68ST-HUNTER CO,1/27/2017,4:00:00,109980829,199
158,68ST-HUNTER CO,1/27/2017,8:00:00,109981670,841
159,68ST-HUNTER CO,1/27/2017,12:00:00,109985483,3813
160,68ST-HUNTER CO,1/27/2017,16:00:00,109991574,6091
161,68ST-HUNTER CO,1/27/2017,20:00:00,64308345,6132
162,68ST-HUNTER CO,1/28/2017,0:00:00,110001664,1903
163,68ST-HUNTER CO,1/28/2017,4:00:00,110001880,216
164,68ST-HUNTER CO,1/28/2017,8:00:00,110002147,267
165,68ST-HUNTER CO,1/28/2017,12:00:00,110003345,1198
166,68ST-HUNTER CO,1/28/2017,16:00:00,110005973,2628
167,68ST-HUNTER CO,1/28/2017,20:00:00,110008916,2943
168,68ST-HUNTER CO,1/29/2017,0:00:00,110010197,1281
169,68ST-HUNTER CO,1/29/2017,4:00:00,110010380,183
170,68ST-HUNTER CO,1/29/2017,8:00:00,110010575,195
171,68ST-HUNTER CO,1/29/2017,12:00:00,110011554,979
172,68ST-HUNTER CO,1/29/2017,16:00:00,110013635,2081
173,68ST-HUNTER CO,1/29/2017,20:00:00,110015964,2329
174,68ST-HUNTER CO,1/30/2017,0:00:00,110016832,868
175,68ST-HUNTER CO,1/30/2017,4:00:00,110016932,100
176,68ST-HUNTER CO,1/30/2017,8:00:00,110017731,799
177,68ST-HUNTER CO,1/30/2017,12:00:00,110022114,4383
178,68ST-HUNTER CO,1/30/2017,16:00:00,84956163,5642
179,68ST-HUNTER CO,1/30/2017,20:00:00,32181862,2991
180,68ST-HUNTER CO,1/31/2017,0:00:00,110045991,3753
181,68ST-HUNTER CO,1/31/2017,4:00:00,110046157,166
182,68ST-HUNTER CO,1/31/2017,8:00:00,110047017,860
183,68ST-HUNTER CO,1/31/2017,12:00:00,110051729,4712
184,68ST-HUNTER CO,1/31/2017,16:00:00,64229888,5506
185,68ST-HUNTER CO,1/31/2017,20:00:00,32189283,3212
186,68ST-HUNTER CO,2/1/2017,0:00:00,110076658,3921
187,68ST-HUNTER CO,2/1/2017,4:00:00,110076813,155
188,68ST-HUNTER CO,2/1/2017,8:00:00,110077739,926
189,68ST-HUNTER CO,2/1/2017,12:00:00,110082139,4400
190,68ST-HUNTER CO,2/1/2017,16:00:00,64374222,5580
191,68ST-HUNTER CO,2/1/2017,20:00:00,53439430,4359
192,68ST-HUNTER CO,2/2/2017,0:00:00,110105101,3807
193,68ST-HUNTER CO,2/2/2017,4:00:00,110105269,168
194,68ST-HUNTER CO,2/2/2017,8:00:00,110106135,866
195,68ST-HUNTER CO,2/2/2017,12:00:00,110110664,4529
196,68ST-HUNTER CO,2/2/2017,16:00:00,64267168,5096
197,68ST-HUNTER CO,2/2/2017,20:00:00,32203034,3306
198,68ST-HUNTER CO,2/3/2017,0:00:00,110136159,4081
199,68ST-HUNTER CO,2/3/2017,4:00:00,110136335,176
200,68ST-HUNTER CO,2/3/2017,8:00:00,110137163,828
201,68ST-HUNTER CO,2/3/2017,12:00:00,110141699,4536
202,68ST-HUNTER CO,2/3/2017,16:00:00,63904878,4839
203,68ST-HUNTER CO,2/3/2017,20:00:00,61833363,6523
204,68ST-HUNTER CO,2/4/2017,0:00:00,110163441,2368
205,68ST-HUNTER CO,2/4/2017,4:00:00,110163649,208
206,68ST-HUNTER CO,2/4/2017,8:00:00,110163915,266
207,68ST-HUNTER CO,2/4/2017,12:00:00,110165336,1421
208,68ST-HUNTER CO,2/4/2017,16:00:00,110168461,3125
209,68ST-HUNTER CO,2/4/2017,20:00:00,110171401,2940
210,68ST-HUNTER CO,2/5/2017,0:00:00,110172599,1198
211,68ST-HUNTER CO,2/5/2017,4:00:00,110172808,209
212,68ST-HUNTER CO,2/5/2017,8:00:00,110172980,172
213,68ST-HUNTER CO,2/5/2017,12:00:00,110173939,959
214,68ST-HUNTER CO,2/5/2017,16:00:00,110175964,2025
215,68ST-HUNTER CO,2/5/2017,20:00:00,110178015,2051
216,68ST-HUNTER CO,2/6/2017,0:00:00,110178983,968
217,68ST-HUNTER CO,2/6/2017,4:00:00,110179093,110
218,68ST-HUNTER CO,2/6/2017,8:00:00,110179843,750
219,68ST-HUNTER CO,2/6/2017,12:00:00,110184110,4267
220,68ST-HUNTER CO,2/6/2017,16:00:00,64447998,5427
221,68ST-HUNTER CO,2/6/2017,20:00:00,48222960,3612
222,68ST-HUNTER CO,2/7/2017,0:00:00,110207553,3817
223,68ST-HUNTER CO,2/7/2017,4:00:00,110207744,191
224,68ST-HUNTER CO,2/7/2017,8:00:00,110208617,873
225,68ST-HUNTER CO,2/7/2017,12:00:00,110213062,4445
226,68ST-HUNTER CO,2/7/2017,16:00:00,64331093,5175
227,68ST-HUNTER CO,2/7/2017,20:00:00,48232497,4174
228,68ST-HUNTER CO,2/8/2017,0:00:00,110237679,4083
229,68ST-HUNTER CO,2/8/2017,4:00:00,110237832,153
230,68ST-HUNTER CO,2/8/2017,8:00:00,110238735,903
231,68ST-HUNTER CO,2/8/2017,12:00:00,110243108,4373
232,68ST-HUNTER CO,2/8/2017,16:00:00,64491822,5497
233,68ST-HUNTER CO,2/8/2017,20:00:00,53500263,4401
234,68ST-HUNTER CO,2/9/2017,0:00:00,110265999,3848
235,68ST-HUNTER CO,2/9/2017,4:00:00,110266188,189
236,68ST-HUNTER CO,2/9/2017,8:00:00,110266844,656
237,68ST-HUNTER CO,2/9/2017,12:00:00,110269477,2633
238,68ST-HUNTER CO,2/9/2017,16:00:00,110273283,3806
239,68ST-HUNTER CO,2/9/2017,20:00:00,110277673,4390
240,68ST-HUNTER CO,2/10/2017,0:00:00,110278985,1312
241,68ST-HUNTER CO,2/10/2017,4:00:00,110279162,177
242,68ST-HUNTER CO,2/10/2017,8:00:00,110280051,889
243,68ST-HUNTER CO,2/10/2017,12:00:00,110284535,4484
244,68ST-HUNTER CO,2/10/2017,16:00:00,82550275,5526
245,68ST-HUNTER CO,2/10/2017,20:00:00,74688629,5546
246,68ST-HUNTER CO,2/11/2017,0:00:00,110305502,2209
247,68ST-HUNTER CO,2/11/2017,4:00:00,110305733,231
248,68ST-HUNTER CO,2/11/2017,8:00:00,110305969,236
249,68ST-HUNTER CO,2/11/2017,12:00:00,110307400,1431
250,68ST-HUNTER CO,2/11/2017,16:00:00,110311006,3606
251,68ST-HUNTER CO,2/11/2017,20:00:00,110316158,5152
252,68ST-HUNTER CO,2/12/2017,0:00:00,110317626,1468
253,68ST-HUNTER CO,2/12/2017,4:00:00,110317810,184
254,68ST-HUNTER CO,2/12/2017,8:00:00,110318011,201
255,68ST-HUNTER CO,2/12/2017,12:00:00,110319030,1019
256,68ST-HUNTER CO,2/12/2017,16:00:00,110321141,2111
257,68ST-HUNTER CO,2/12/2017,20:00:00,110323012,1871
258,68ST-HUNTER CO,2/13/2017,0:00:00,110323887,875
259,68ST-HUNTER CO,2/13/2017,4:00:00,110323993,106
260,68ST-HUNTER CO,2/13/2017,8:00:00,110324862,869
261,68ST-HUNTER CO,2/13/2017,12:00:00,110328618,3756
262,68ST-HUNTER CO,2/13/2017,16:00:00,110334306,5688
263,68ST-HUNTER CO,2/13/2017,20:00:00,64558323,6241
264,68ST-HUNTER CO,2/14/2017,0:00:00,110344584,1976
265,68ST-HUNTER CO,2/14/2017,4:00:00,110344719,135
266,68ST-HUNTER CO,2/14/2017,8:00:00,110345534,815
267,68ST-HUNTER CO,2/14/2017,12:00:00,110349793,4259
268,68ST-HUNTER CO,2/14/2017,16:00:00,64418778,5238
269,68ST-HUNTER CO,2/14/2017,20:00:00,48274203,3740
270,68ST-HUNTER CO,2/15/2017,0:00:00,110374201,3908
271,68ST-HUNTER CO,2/15/2017,4:00:00,110374349,148
272,68ST-HUNTER CO,2/15/2017,8:00:00,110375208,859
273,68ST-HUNTER CO,2/15/2017,12:00:00,110379482,4274
274,68ST-HUNTER CO,2/15/2017,16:00:00,64590579,5605
275,68ST-HUNTER CO,2/15/2017,20:00:00,53550774,4672
276,68ST-HUNTER CO,2/16/2017,0:00:00,110403457,3816
277,68ST-HUNTER CO,2/16/2017,4:00:00,110403623,166
278,68ST-HUNTER CO,2/16/2017,8:00:00,110404466,843
279,68ST-HUNTER CO,2/16/2017,12:00:00,110408944,4478
280,68ST-HUNTER CO,2/16/2017,16:00:00,64455399,5044
281,68ST-HUNTER CO,2/16/2017,20:00:00,48292394,4259
282,68ST-HUNTER CO,2/17/2017,0:00:00,85419208,3509
283,68ST-HUNTER CO,2/17/2017,4:00:00,110434412,168
284,68ST-HUNTER CO,2/17/2017,8:00:00,110435199,787
285,68ST-HUNTER CO,2/17/2017,12:00:00,110439154,3955
286,68ST-HUNTER CO,2/17/2017,16:00:00,64475108,5453
287,68ST-HUNTER CO,2/17/2017,20:00:00,85439018,8092
288,68ST-HUNTER CO,2/18/2017,0:00:00,110459612,2179
289,68ST-HUNTER CO,2/18/2017,4:00:00,110459848,236
290,68ST-HUNTER CO,2/18/2017,8:00:00,110460124,276
291,68ST-HUNTER CO,2/18/2017,12:00:00,110461377,1253
292,68ST-HUNTER CO,2/18/2017,16:00:00,110464586,3209
293,68ST-HUNTER CO,2/18/2017,20:00:00,110467841,3255
294,68ST-HUNTER CO,2/19/2017,0:00:00,110468985,1144
295,68ST-HUNTER CO,2/19/2017,4:00:00,110469194,209
296,68ST-HUNTER CO,2/19/2017,8:00:00,110469384,190
297,68ST-HUNTER CO,2/19/2017,12:00:00,110470367,983
298,68ST-HUNTER CO,2/19/2017,16:00:00,110472559,2192
299,68ST-HUNTER CO,2/19/2017,20:00:00,110475070,2511
300,68ST-HUNTER CO,2/20/2017,0:00:00,110475985,915
301,68ST-HUNTER CO,2/20/2017,4:00:00,110476102,117
302,68ST-HUNTER CO,2/20/2017,8:00:00,110476361,259
303,68ST-HUNTER CO,2/20/2017,12:00:00,110477915,1554
304,68ST-HUNTER CO,2/20/2017,16:00:00,110480971,3056
305,68ST-HUNTER CO,2/20/2017,20:00:00,110484904,3933
306,68ST-HUNTER CO,2/21/2017,0:00:00,110486090,1186
307,68ST-HUNTER CO,2/21/2017,4:00:00,110486204,114
308,68ST-HUNTER CO,2/21/2017,8:00:00,110486920,716
309,68ST-HUNTER CO,2/21/2017,12:00:00,110491008,4088
310,68ST-HUNTER CO,2/21/2017,16:00:00,85473624,6153
311,68ST-HUNTER CO,2/21/2017,20:00:00,53591275,4456
312,68ST-HUNTER CO,2/22/2017,0:00:00,110513509,3781
313,68ST-HUNTER CO,2/22/2017,4:00:00,110513649,140
314,68ST-HUNTER CO,2/22/2017,8:00:00,110514442,793
315,68ST-HUNTER CO,2/22/2017,12:00:00,110518534,4092
316,68ST-HUNTER CO,2/22/2017,16:00:00,85496430,5599
317,68ST-HUNTER CO,2/22/2017,20:00:00,53600864,4170
318,68ST-HUNTER CO,2/23/2017,0:00:00,110539708,3847
319,68ST-HUNTER CO,2/23/2017,4:00:00,110539874,166
320,68ST-HUNTER CO,2/23/2017,8:00:00,110540649,775
321,68ST-HUNTER CO,2/23/2017,12:00:00,110544846,4197
322,68ST-HUNTER CO,2/23/2017,16:00:00,85518930,5739
323,68ST-HUNTER CO,2/23/2017,20:00:00,48332225,3784
324,68ST-HUNTER CO,2/24/2017,0:00:00,110567193,3817
325,68ST-HUNTER CO,2/24/2017,4:00:00,110567364,171
326,68ST-HUNTER CO,2/24/2017,8:00:00,110568073,709
327,68ST-HUNTER CO,2/24/2017,12:00:00,110572118,4045
328,68ST-HUNTER CO,2/24/2017,16:00:00,85370048,5493
329,68ST-HUNTER CO,2/24/2017,20:00:00,64564046,5983
330,68ST-HUNTER CO,2/25/2017,0:00:00,110591115,2195
331,68ST-HUNTER CO,2/25/2017,4:00:00,110591309,194
332,68ST-HUNTER CO,2/25/2017,8:00:00,110591558,249
333,68ST-HUNTER CO,2/25/2017,12:00:00,110592852,1294
334,68ST-HUNTER CO,2/25/2017,16:00:00,110595991,3139
335,68ST-HUNTER CO,2/25/2017,20:00:00,110599244,3253
336,68ST-HUNTER CO,2/26/2017,0:00:00,110600352,1108
337,68ST-HUNTER CO,2/26/2017,4:00:00,110600516,164
338,68ST-HUNTER CO,2/26/2017,8:00:00,110600714,198
339,68ST-HUNTER CO,2/26/2017,12:00:00,110601820,1106
340,68ST-HUNTER CO,2/26/2017,16:00:00,110603993,2173
341,68ST-HUNTER CO,2/26/2017,20:00:00,110606321,2328
342,68ST-HUNTER CO,2/27/2017,0:00:00,110607145,824
343,68ST-HUNTER CO,2/27/2017,4:00:00,110607261,116
344,68ST-HUNTER CO,2/27/2017,8:00:00,110608063,802
345,68ST-HUNTER CO,2/27/2017,12:00:00,110612396,4333
346,68ST-HUNTER CO,2/27/2017,16:00:00,85576412,6144
347,68ST-HUNTER CO,2/27/2017,20:00:00,53635746,4346
348,68ST-HUNTER CO,2/28/2017,0:00:00,110635130,3767
349,68ST-HUNTER CO,2/28/2017,4:00:00,110635287,157
350,68ST-HUNTER CO,2/28/2017,8:00:00,110636157,870
351,68ST-HUNTER CO,2/28/2017,12:00:00,110640284,4127
352,68ST-HUNTER CO,2/28/2017,16:00:00,64599907,4948
353,68ST-HUNTER CO,2/28/2017,20:00:00,69182784,4845
354,72 ST-2 AVE,1/1/2017,0:00:00,68,34
355,72 ST-2 AVE,1/1/2017,4:00:00,119538148,63
356,72 ST-2 AVE,1/1/2017,8:00:00,119538162,14
357,72 ST-2 AVE,1/1/2017,12:00:00,119538194,32
358,72 ST-2 AVE,1/1/2017,16:00:00,119543178,5024
359,72 ST-2 AVE,1/1/2017,20:00:00,119547965,3852
360,72 ST-2 AVE,1/2/2017,0:00:00,119548900,935
361,72 ST-2 AVE,1/2/2017,4:00:00,119548901,1
362,72 ST-2 AVE,1/2/2017,8:00:00,119549079,178
363,72 ST-2 AVE,1/2/2017,12:00:00,119551120,2041
364,72 ST-2 AVE,1/2/2017,16:00:00,119555496,4376
365,72 ST-2 AVE,1/2/2017,20:00:00,119558989,3493
366,72 ST-2 AVE,1/3/2017,0:00:00,119559738,749
367,72 ST-2 AVE,1/3/2017,4:00:00,119559738,0
368,72 ST-2 AVE,1/3/2017,8:00:00,119560961,1223
369,72 ST-2 AVE,1/3/2017,12:00:00,119561171,3978
370,72 ST-2 AVE,1/3/2017,16:00:00,119570196,4183
371,72 ST-2 AVE,1/3/2017,20:00:00,119566378,4916
372,72 ST-2 AVE,1/4/2017,0:00:00,119578339,1078
373,72 ST-2 AVE,1/4/2017,4:00:00,119578339,0
374,72 ST-2 AVE,1/4/2017,8:00:00,119579738,1399
375,72 ST-2 AVE,1/4/2017,12:00:00,119577094,4350
376,72 ST-2 AVE,1/4/2017,16:00:00,119590342,4830
377,72 ST-2 AVE,1/4/2017,20:00:00,117478283,4651
378,72 ST-2 AVE,1/5/2017,0:00:00,119599759,1339
379,72 ST-2 AVE,1/5/2017,4:00:00,119599759,0
380,72 ST-2 AVE,1/5/2017,8:00:00,119601111,1352
381,72 ST-2 AVE,1/5/2017,12:00:00,119585809,3855
382,72 ST-2 AVE,1/5/2017,16:00:00,119611746,4617
383,72 ST-2 AVE,1/5/2017,20:00:00,117490967,4799
384,72 ST-2 AVE,1/6/2017,0:00:00,119621423,1425
385,72 ST-2 AVE,1/6/2017,4:00:00,119621423,0
386,72 ST-2 AVE,1/6/2017,8:00:00,119622642,1219
387,72 ST-2 AVE,1/6/2017,12:00:00,119612588,4610
388,72 ST-2 AVE,1/6/2017,16:00:00,119633370,4864
389,72 ST-2 AVE,1/6/2017,20:00:00,117503874,5086
390,72 ST-2 AVE,1/7/2017,0:00:00,119643511,1608
391,72 ST-2 AVE,1/7/2017,4:00:00,119643514,3
392,72 ST-2 AVE,1/7/2017,8:00:00,119643772,258
393,72 ST-2 AVE,1/7/2017,12:00:00,119645983,2211
394,72 ST-2 AVE,1/7/2017,16:00:00,119650087,4104
395,72 ST-2 AVE,1/7/2017,20:00:00,119634378,3628
396,72 ST-2 AVE,1/8/2017,0:00:00,119655873,1274
397,72 ST-2 AVE,1/8/2017,4:00:00,119655874,1
398,72 ST-2 AVE,1/8/2017,8:00:00,119656055,181
399,72 ST-2 AVE,1/8/2017,12:00:00,119657964,1909
400,72 ST-2 AVE,1/8/2017,16:00:00,119661775,3811
401,72 ST-2 AVE,1/8/2017,20:00:00,119664881,3106
402,72 ST-2 AVE,1/9/2017,0:00:00,119665740,859
403,72 ST-2 AVE,1/9/2017,4:00:00,119665740,0
404,72 ST-2 AVE,1/9/2017,8:00:00,119667171,1431
405,72 ST-2 AVE,1/9/2017,12:00:00,119648933,4715
406,72 ST-2 AVE,1/9/2017,16:00:00,119677505,4313
407,72 ST-2 AVE,1/9/2017,20:00:00,117529941,4771
408,72 ST-2 AVE,1/10/2017,0:00:00,119687673,1953
409,72 ST-2 AVE,1/10/2017,4:00:00,119687824,151
410,72 ST-2 AVE,1/10/2017,8:00:00,119689431,1607
411,72 ST-2 AVE,1/10/2017,12:00:00,119648114,4047
412,72 ST-2 AVE,1/10/2017,16:00:00,119700610,4820
413,72 ST-2 AVE,1/10/2017,20:00:00,117543743,5318
414,72 ST-2 AVE,1/11/2017,0:00:00,119711574,2060
415,72 ST-2 AVE,1/11/2017,4:00:00,119711732,158
